source_ticker,target_ticker,target_name,category,supply_chain_stage,connection_type,relationship,importance,risk_note
RHM.DE,RR.L,ROLLS-ROYCE HOLDINGS PLC ORD SH,Defense / Aerospace / Drones,9 - Defense / Aerospace / Sicherheit,Defense-Ökosystem / Zulieferer / Peer,"ROLLS-ROYCE HOLDINGS PLC ORD SH steht im gleichen Defense-, Aerospace-, Drohnen- oder Space-Ökosystem wie Rheinmetall.",Mittel,"Verteidigungsbudgets, politische Risiken und Projektzyklen beachten"
RHM.DE,RTX,RTX,Defense / Aerospace / Drones,9 - Defense / Aerospace / Sicherheit,Defense-Ökosystem / Zulieferer / Peer,"RTX steht im gleichen Defense-, Aerospace-, Drohnen- oder Space-Ökosystem wie Rheinmetall.",Mittel,"Verteidigungsbudgets, politische Risiken und Projektzyklen beachten"
RHM.DE,SAIC,SAIC,Defense / Aerospace / Drones,9 - Defense / Aerospace / Sicherheit,Defense-Ökosystem / Zulieferer / Peer,"SAIC steht im gleichen Defense-, Aerospace-, Drohnen- oder Space-Ökosystem wie Rheinmetall.",Mittel,"Verteidigungsbudgets, politische Risiken und Projektzyklen beachten"
RHM.DE,SPIR,Spire Global,Defense / Aerospace / Drones,9 - Defense / Aerospace / Sicherheit,Defense-Ökosystem / Zulieferer / Peer,"Spire Global steht im gleichen Defense-, Aerospace-, Drohnen- oder Space-Ökosystem wie Rheinmetall.",Mittel,"Verteidigungsbudgets, politische Risiken und Projektzyklen beachten"
RHM.DE,TKMS.DE,thyssenkrupp Marine Systems,Defense / Aerospace / Drones,9 - Defense / Aerospace / Sicherheit,Defense-Ökosystem / Zulieferer / Peer,"thyssenkrupp Marine Systems steht im gleichen Defense-, Aerospace-, Drohnen- oder Space-Ökosystem wie Rheinmetall.",Mittel,"Verteidigungsbudgets, politische Risiken und Projektzyklen beachten"
RHM.DE,TXT,Textron,Defense / Aerospace / Drones,9 - Defense / Aerospace / Sicherheit,Defense-Ökosystem / Zulieferer / Peer,"Textron steht im gleichen Defense-, Aerospace-, Drohnen- oder Space-Ökosystem wie Rheinmetall.",Mittel,"Verteidigungsbudgets, politische Risiken und Projektzyklen beachten"
RIO.AX,373220.KS,LG Energy Solution,Batterien / Lithium / EV-Lieferkette,2 - Batterie / Rohstoffe / EV,Lieferkette / Rohstoffe / Endmarkt,LG Energy Solution ist Teil des gleichen Themen-/Lieferkettenclusters 'Batterien / Lithium / EV-Lieferkette' wie RIO TINTO FPO [RIO].,Mittel,"Rohstoffpreise, EV-Nachfrage und China-Wettbewerb beobachten"
RIO.AX,7203.T,TOYOTA MOTOR CORP,Batterien / Lithium / EV-Lieferkette,2 - Batterie / Rohstoffe / EV,Lieferkette / Rohstoffe / Endmarkt,TOYOTA MOTOR CORP ist Teil des gleichen Themen-/Lieferkettenclusters 'Batterien / Lithium / EV-Lieferkette' wie RIO TINTO FPO [RIO].,Mittel,"Rohstoffpreise, EV-Nachfrage und China-Wettbewerb beobachten"
RIO.AX,AEVA,"Aeva Technologies, Inc.",Batterien / Lithium / EV-Lieferkette,2 - Batterie / Rohstoffe / EV,Lieferkette / Rohstoffe / Endmarkt,"Aeva Technologies, Inc. ist Teil des gleichen Themen-/Lieferkettenclusters 'Batterien / Lithium / EV-Lieferkette' wie RIO TINTO FPO [RIO].",Mittel,"Rohstoffpreise, EV-Nachfrage und China-Wettbewerb beobachten"
RIO.AX,ALB,Albemarle,Batterien / Lithium / EV-Lieferkette,2 - Batterie / Rohstoffe / EV,Lieferkette / Rohstoffe / Endmarkt,Albemarle ist Teil des gleichen Themen-/Lieferkettenclusters 'Batterien / Lithium / EV-Lieferkette' wie RIO TINTO FPO [RIO].,Mittel,"Rohstoffpreise, EV-Nachfrage und China-Wettbewerb beobachten"
RIO.AX,AUR,"Aurora Innovation, Inc.",Batterien / Lithium / EV-Lieferkette,2 - Batterie / Rohstoffe / EV,Lieferkette / Rohstoffe / Endmarkt,"Aurora Innovation, Inc. ist Teil des gleichen Themen-/Lieferkettenclusters 'Batterien / Lithium / EV-Lieferkette' wie RIO TINTO FPO [RIO].",Mittel,"Rohstoffpreise, EV-Nachfrage und China-Wettbewerb beobachten"
RIO.AX,BHP,BHP,Batterien / Lithium / EV-Lieferkette,2 - Batterie / Rohstoffe / EV,Lieferkette / Rohstoffe / Endmarkt,BHP ist Teil des gleichen Themen-/Lieferkettenclusters 'Batterien / Lithium / EV-Lieferkette' wie RIO TINTO FPO [RIO].,Mittel,"Rohstoffpreise, EV-Nachfrage und China-Wettbewerb beobachten"
RIO.AX,ENPH,Enphase Energy,Batterien / Lithium / EV-Lieferkette,2 - Batterie / Rohstoffe / EV,Lieferkette / Rohstoffe / Endmarkt,Enphase Energy ist Teil des gleichen Themen-/Lieferkettenclusters 'Batterien / Lithium / EV-Lieferkette' wie RIO TINTO FPO [RIO].,Mittel,"Rohstoffpreise, EV-Nachfrage und China-Wettbewerb beobachten"
RIO.AX,ENVX,Enovix,Batterien / Lithium / EV-Lieferkette,2 - Batterie / Rohstoffe / EV,Lieferkette / Rohstoffe / Endmarkt,Enovix ist Teil des gleichen Themen-/Lieferkettenclusters 'Batterien / Lithium / EV-Lieferkette' wie RIO TINTO FPO [RIO].,Mittel,"Rohstoffpreise, EV-Nachfrage und China-Wettbewerb beobachten"
RIO.AX,F,Ford Motor Company,Batterien / Lithium / EV-Lieferkette,2 - Batterie / Rohstoffe / EV,Lieferkette / Rohstoffe / Endmarkt,Ford Motor Company ist Teil des gleichen Themen-/Lieferkettenclusters 'Batterien / Lithium / EV-Lieferkette' wie RIO TINTO FPO [RIO].,Mittel,"Rohstoffpreise, EV-Nachfrage und China-Wettbewerb beobachten"
RIO.AX,FCX,Freeport-McMoRan,Batterien / Lithium / EV-Lieferkette,2 - Batterie / Rohstoffe / EV,Lieferkette / Rohstoffe / Endmarkt,Freeport-McMoRan ist Teil des gleichen Themen-/Lieferkettenclusters 'Batterien / Lithium / EV-Lieferkette' wie RIO TINTO FPO [RIO].,Mittel,"Rohstoffpreise, EV-Nachfrage und China-Wettbewerb beobachten"
RIO.AX,FLNC,Fluence Energy,Batterien / Lithium / EV-Lieferkette,2 - Batterie / Rohstoffe / EV,Lieferkette / Rohstoffe / Endmarkt,Fluence Energy ist Teil des gleichen Themen-/Lieferkettenclusters 'Batterien / Lithium / EV-Lieferkette' wie RIO TINTO FPO [RIO].,Mittel,"Rohstoffpreise, EV-Nachfrage und China-Wettbewerb beobachten"
RIO.AX,TSLA,Tesla,Batterien / Lithium / EV-Lieferkette,2 - Batterie / Rohstoffe / EV,Lieferkette / Rohstoffe / Endmarkt,Tesla ist Teil des gleichen Themen-/Lieferkettenclusters 'Batterien / Lithium / EV-Lieferkette' wie RIO TINTO FPO [RIO].,Mittel,"Rohstoffpreise, EV-Nachfrage und China-Wettbewerb beobachten"
RIO.L,373220.KS,LG Energy Solution,Batterien / Lithium / EV-Lieferkette,2 - Batterie / Rohstoffe / EV,Lieferkette / Rohstoffe / Endmarkt,LG Energy Solution ist Teil des gleichen Themen-/Lieferkettenclusters 'Batterien / Lithium / EV-Lieferkette' wie Rio Tinto.,Mittel,"Rohstoffpreise, EV-Nachfrage und China-Wettbewerb beobachten"
RIO.L,7203.T,TOYOTA MOTOR CORP,Batterien / Lithium / EV-Lieferkette,2 - Batterie / Rohstoffe / EV,Lieferkette / Rohstoffe / Endmarkt,TOYOTA MOTOR CORP ist Teil des gleichen Themen-/Lieferkettenclusters 'Batterien / Lithium / EV-Lieferkette' wie Rio Tinto.,Mittel,"Rohstoffpreise, EV-Nachfrage und China-Wettbewerb beobachten"
RIO.L,AEVA,"Aeva Technologies, Inc.",Batterien / Lithium / EV-Lieferkette,2 - Batterie / Rohstoffe / EV,Lieferkette / Rohstoffe / Endmarkt,"Aeva Technologies, Inc. ist Teil des gleichen Themen-/Lieferkettenclusters 'Batterien / Lithium / EV-Lieferkette' wie Rio Tinto.",Mittel,"Rohstoffpreise, EV-Nachfrage und China-Wettbewerb beobachten"
RIO.L,ALB,Albemarle,Batterien / Lithium / EV-Lieferkette,2 - Batterie / Rohstoffe / EV,Lieferkette / Rohstoffe / Endmarkt,Albemarle ist Teil des gleichen Themen-/Lieferkettenclusters 'Batterien / Lithium / EV-Lieferkette' wie Rio Tinto.,Mittel,"Rohstoffpreise, EV-Nachfrage und China-Wettbewerb beobachten"
RIO.L,AUR,"Aurora Innovation, Inc.",Batterien / Lithium / EV-Lieferkette,2 - Batterie / Rohstoffe / EV,Lieferkette / Rohstoffe / Endmarkt,"Aurora Innovation, Inc. ist Teil des gleichen Themen-/Lieferkettenclusters 'Batterien / Lithium / EV-Lieferkette' wie Rio Tinto.",Mittel,"Rohstoffpreise, EV-Nachfrage und China-Wettbewerb beobachten"
RIO.L,BHP,BHP,Batterien / Lithium / EV-Lieferkette,2 - Batterie / Rohstoffe / EV,Lieferkette / Rohstoffe / Endmarkt,BHP ist Teil des gleichen Themen-/Lieferkettenclusters 'Batterien / Lithium / EV-Lieferkette' wie Rio Tinto.,Mittel,"Rohstoffpreise, EV-Nachfrage und China-Wettbewerb beobachten"
RIO.L,ENPH,Enphase Energy,Batterien / Lithium / EV-Lieferkette,2 - Batterie / Rohstoffe / EV,Lieferkette / Rohstoffe / Endmarkt,Enphase Energy ist Teil des gleichen Themen-/Lieferkettenclusters 'Batterien / Lithium / EV-Lieferkette' wie Rio Tinto.,Mittel,"Rohstoffpreise, EV-Nachfrage und China-Wettbewerb beobachten"
RIO.L,ENVX,Enovix,Batterien / Lithium / EV-Lieferkette,2 - Batterie / Rohstoffe / EV,Lieferkette / Rohstoffe / Endmarkt,Enovix ist Teil des gleichen Themen-/Lieferkettenclusters 'Batterien / Lithium / EV-Lieferkette' wie Rio Tinto.,Mittel,"Rohstoffpreise, EV-Nachfrage und China-Wettbewerb beobachten"
RIO.L,F,Ford Motor Company,Batterien / Lithium / EV-Lieferkette,2 - Batterie / Rohstoffe / EV,Lieferkette / Rohstoffe / Endmarkt,Ford Motor Company ist Teil des gleichen Themen-/Lieferkettenclusters 'Batterien / Lithium / EV-Lieferkette' wie Rio Tinto.,Mittel,"Rohstoffpreise, EV-Nachfrage und China-Wettbewerb beobachten"
RIO.L,FCX,Freeport-McMoRan,Batterien / Lithium / EV-Lieferkette,2 - Batterie / Rohstoffe / EV,Lieferkette / Rohstoffe / Endmarkt,Freeport-McMoRan ist Teil des gleichen Themen-/Lieferkettenclusters 'Batterien / Lithium / EV-Lieferkette' wie Rio Tinto.,Mittel,"Rohstoffpreise, EV-Nachfrage und China-Wettbewerb beobachten"
RIO.L,FLNC,Fluence Energy,Batterien / Lithium / EV-Lieferkette,2 - Batterie / Rohstoffe / EV,Lieferkette / Rohstoffe / Endmarkt,Fluence Energy ist Teil des gleichen Themen-/Lieferkettenclusters 'Batterien / Lithium / EV-Lieferkette' wie Rio Tinto.,Mittel,"Rohstoffpreise, EV-Nachfrage und China-Wettbewerb beobachten"
RIO.L,TSLA,Tesla,Batterien / Lithium / EV-Lieferkette,2 - Batterie / Rohstoffe / EV,Lieferkette / Rohstoffe / Endmarkt,Tesla ist Teil des gleichen Themen-/Lieferkettenclusters 'Batterien / Lithium / EV-Lieferkette' wie Rio Tinto.,Mittel,"Rohstoffpreise, EV-Nachfrage und China-Wettbewerb beobachten"
RJF,AFRM,Affirm,Fintech / Payments / Crypto,7 - Finanzplattform / Payments,Fintech / Finanz-Ökosystem,"Affirm ist Teil des gleichen Themen-/Lieferkettenclusters 'Fintech / Payments / Crypto' wie Raymond James Financial, Inc..",Mittel,"Zinsniveau, Regulierung, Kreditrisiko und Crypto-Volatilität beachten"
RJF,AJG,Arthur J. Gallagher & Co.,Fintech / Payments / Crypto,7 - Finanzplattform / Payments,Fintech / Finanz-Ökosystem,"Arthur J. Gallagher & Co. ist Teil des gleichen Themen-/Lieferkettenclusters 'Fintech / Payments / Crypto' wie Raymond James Financial, Inc..",Mittel,"Zinsniveau, Regulierung, Kreditrisiko und Crypto-Volatilität beachten"
RJF,AMP,"Ameriprise Financial, Inc.",Fintech / Payments / Crypto,7 - Finanzplattform / Payments,Fintech / Finanz-Ökosystem,"Ameriprise Financial, Inc. ist Teil des gleichen Themen-/Lieferkettenclusters 'Fintech / Payments / Crypto' wie Raymond James Financial, Inc..",Mittel,"Zinsniveau, Regulierung, Kreditrisiko und Crypto-Volatilität beachten"
RJF,AON,Aon plc,Fintech / Payments / Crypto,7 - Finanzplattform / Payments,Fintech / Finanz-Ökosystem,"Aon plc ist Teil des gleichen Themen-/Lieferkettenclusters 'Fintech / Payments / Crypto' wie Raymond James Financial, Inc..",Mittel,"Zinsniveau, Regulierung, Kreditrisiko und Crypto-Volatilität beachten"
RJF,ARES,Ares Management Corporation,Fintech / Payments / Crypto,7 - Finanzplattform / Payments,Fintech / Finanz-Ökosystem,"Ares Management Corporation ist Teil des gleichen Themen-/Lieferkettenclusters 'Fintech / Payments / Crypto' wie Raymond James Financial, Inc..",Mittel,"Zinsniveau, Regulierung, Kreditrisiko und Crypto-Volatilität beachten"
RJF,AXP,American Express,Fintech / Payments / Crypto,7 - Finanzplattform / Payments,Fintech / Finanz-Ökosystem,"American Express ist Teil des gleichen Themen-/Lieferkettenclusters 'Fintech / Payments / Crypto' wie Raymond James Financial, Inc..",Mittel,"Zinsniveau, Regulierung, Kreditrisiko und Crypto-Volatilität beachten"
RJF,BAC,Bank of America Corporation,Fintech / Payments / Crypto,7 - Finanzplattform / Payments,Fintech / Finanz-Ökosystem,"Bank of America Corporation ist Teil des gleichen Themen-/Lieferkettenclusters 'Fintech / Payments / Crypto' wie Raymond James Financial, Inc..",Mittel,"Zinsniveau, Regulierung, Kreditrisiko und Crypto-Volatilität beachten"
RJF,COIN,Coinbase,Fintech / Payments / Crypto,7 - Finanzplattform / Payments,Fintech / Finanz-Ökosystem,"Coinbase ist Teil des gleichen Themen-/Lieferkettenclusters 'Fintech / Payments / Crypto' wie Raymond James Financial, Inc..",Mittel,"Zinsniveau, Regulierung, Kreditrisiko und Crypto-Volatilität beachten"
RJF,MA,Mastercard,Fintech / Payments / Crypto,7 - Finanzplattform / Payments,Fintech / Finanz-Ökosystem,"Mastercard ist Teil des gleichen Themen-/Lieferkettenclusters 'Fintech / Payments / Crypto' wie Raymond James Financial, Inc..",Mittel,"Zinsniveau, Regulierung, Kreditrisiko und Crypto-Volatilität beachten"
RJF,PYPL,PayPal,Fintech / Payments / Crypto,7 - Finanzplattform / Payments,Fintech / Finanz-Ökosystem,"PayPal ist Teil des gleichen Themen-/Lieferkettenclusters 'Fintech / Payments / Crypto' wie Raymond James Financial, Inc..",Mittel,"Zinsniveau, Regulierung, Kreditrisiko und Crypto-Volatilität beachten"
RJF,SOFI,SoFi,Fintech / Payments / Crypto,7 - Finanzplattform / Payments,Fintech / Finanz-Ökosystem,"SoFi ist Teil des gleichen Themen-/Lieferkettenclusters 'Fintech / Payments / Crypto' wie Raymond James Financial, Inc..",Mittel,"Zinsniveau, Regulierung, Kreditrisiko und Crypto-Volatilität beachten"
RJF,V,Visa,Fintech / Payments / Crypto,7 - Finanzplattform / Payments,Fintech / Finanz-Ökosystem,"Visa ist Teil des gleichen Themen-/Lieferkettenclusters 'Fintech / Payments / Crypto' wie Raymond James Financial, Inc..",Mittel,"Zinsniveau, Regulierung, Kreditrisiko und Crypto-Volatilität beachten"
RKLB,LMT,Lockheed Martin,Defense / Aerospace / Drones / Space,9 - Defense / Aerospace / Sicherheit,Geopolitik / Defense-Ökosystem,Lockheed Martin ist Teil des gleichen Themen-/Lieferkettenclusters 'Defense / Aerospace / Drones / Space' wie Rocket Lab.,Hoch,"Politische Budgets, Exportregeln und Projektzyklen beachten"
RKLB,NOC,Northrop Grumman,Defense / Aerospace / Drones / Space,9 - Defense / Aerospace / Sicherheit,Geopolitik / Defense-Ökosystem,Northrop Grumman ist Teil des gleichen Themen-/Lieferkettenclusters 'Defense / Aerospace / Drones / Space' wie Rocket Lab.,Hoch,"Politische Budgets, Exportregeln und Projektzyklen beachten"
RKLB,RHM.DE,Rheinmetall,Defense / Aerospace / Drones / Space,9 - Defense / Aerospace / Sicherheit,Geopolitik / Defense-Ökosystem,Rheinmetall ist Teil des gleichen Themen-/Lieferkettenclusters 'Defense / Aerospace / Drones / Space' wie Rocket Lab.,Hoch,"Politische Budgets, Exportregeln und Projektzyklen beachten"
RKLB,RTX,RTX,Defense / Aerospace / Drones / Space,9 - Defense / Aerospace / Sicherheit,Geopolitik / Defense-Ökosystem,RTX ist Teil des gleichen Themen-/Lieferkettenclusters 'Defense / Aerospace / Drones / Space' wie Rocket Lab.,Hoch,"Politische Budgets, Exportregeln und Projektzyklen beachten"
RKLB,ACHR,Archer Aviation,Defense / Aerospace / Drones / Space,9 - Defense / Aerospace / Sicherheit,Geopolitik / Defense-Ökosystem,Archer Aviation ist Teil des gleichen Themen-/Lieferkettenclusters 'Defense / Aerospace / Drones / Space' wie Rocket Lab.,Mittel,"Politische Budgets, Exportregeln und Projektzyklen beachten"
RKLB,AIR.DE,Airbus,Defense / Aerospace / Drones / Space,9 - Defense / Aerospace / Sicherheit,Geopolitik / Defense-Ökosystem,Airbus ist Teil des gleichen Themen-/Lieferkettenclusters 'Defense / Aerospace / Drones / Space' wie Rocket Lab.,Mittel,"Politische Budgets, Exportregeln und Projektzyklen beachten"
RKLB,AIR.PA,Airbus,Defense / Aerospace / Drones / Space,9 - Defense / Aerospace / Sicherheit,Geopolitik / Defense-Ökosystem,Airbus ist Teil des gleichen Themen-/Lieferkettenclusters 'Defense / Aerospace / Drones / Space' wie Rocket Lab.,Mittel,"Politische Budgets, Exportregeln und Projektzyklen beachten"
RKLB,ASTS,AST SpaceMobile,Defense / Aerospace / Drones / Space,9 - Defense / Aerospace / Sicherheit,Geopolitik / Defense-Ökosystem,AST SpaceMobile ist Teil des gleichen Themen-/Lieferkettenclusters 'Defense / Aerospace / Drones / Space' wie Rocket Lab.,Mittel,"Politische Budgets, Exportregeln und Projektzyklen beachten"
RKLB,AVAV,AeroVironment,Defense / Aerospace / Drones / Space,9 - Defense / Aerospace / Sicherheit,Geopolitik / Defense-Ökosystem,AeroVironment ist Teil des gleichen Themen-/Lieferkettenclusters 'Defense / Aerospace / Drones / Space' wie Rocket Lab.,Mittel,"Politische Budgets, Exportregeln und Projektzyklen beachten"
RKLB,AXON,Axon Enterprise,Defense / Aerospace / Drones / Space,9 - Defense / Aerospace / Sicherheit,Geopolitik / Defense-Ökosystem,Axon Enterprise ist Teil des gleichen Themen-/Lieferkettenclusters 'Defense / Aerospace / Drones / Space' wie Rocket Lab.,Mittel,"Politische Budgets, Exportregeln und Projektzyklen beachten"
RKLB,BA,Boeing,Defense / Aerospace / Drones / Space,9 - Defense / Aerospace / Sicherheit,Geopolitik / Defense-Ökosystem,Boeing ist Teil des gleichen Themen-/Lieferkettenclusters 'Defense / Aerospace / Drones / Space' wie Rocket Lab.,Mittel,"Politische Budgets, Exportregeln und Projektzyklen beachten"
RKLB,GD,General Dynamics,Defense / Aerospace / Drones / Space,9 - Defense / Aerospace / Sicherheit,Geopolitik / Defense-Ökosystem,General Dynamics ist Teil des gleichen Themen-/Lieferkettenclusters 'Defense / Aerospace / Drones / Space' wie Rocket Lab.,Mittel,"Politische Budgets, Exportregeln und Projektzyklen beachten"
RMBS,000660.KS,SK hynix,Halbleiter / KI-Chips,4 - Halbleiter / Chip-Wertschöpfung,Lieferkette / Halbleiter-Ökosystem,SK hynix ist Teil des gleichen Themen-/Lieferkettenclusters 'Halbleiter / KI-Chips' wie Rambus.,Hoch,"Zyklik, Taiwan-Risiko, Exportkontrollen und Lagerbestände beachten"
RMBS,005930.KS,Samsung Electronics,Halbleiter / KI-Chips,4 - Halbleiter / Chip-Wertschöpfung,Lieferkette / Halbleiter-Ökosystem,Samsung Electronics ist Teil des gleichen Themen-/Lieferkettenclusters 'Halbleiter / KI-Chips' wie Rambus.,Hoch,"Zyklik, Taiwan-Risiko, Exportkontrollen und Lagerbestände beachten"
RMBS,AMD,AMD,Halbleiter / KI-Chips,4 - Halbleiter / Chip-Wertschöpfung,Lieferkette / Halbleiter-Ökosystem,AMD ist Teil des gleichen Themen-/Lieferkettenclusters 'Halbleiter / KI-Chips' wie Rambus.,Hoch,"Zyklik, Taiwan-Risiko, Exportkontrollen und Lagerbestände beachten"
RMBS,ASML,ASML,Halbleiter / KI-Chips,4 - Halbleiter / Chip-Wertschöpfung,Lieferkette / Halbleiter-Ökosystem,ASML ist Teil des gleichen Themen-/Lieferkettenclusters 'Halbleiter / KI-Chips' wie Rambus.,Hoch,"Zyklik, Taiwan-Risiko, Exportkontrollen und Lagerbestände beachten"
RMBS,AVGO,Broadcom,Halbleiter / KI-Chips,4 - Halbleiter / Chip-Wertschöpfung,Lieferkette / Halbleiter-Ökosystem,Broadcom ist Teil des gleichen Themen-/Lieferkettenclusters 'Halbleiter / KI-Chips' wie Rambus.,Hoch,"Zyklik, Taiwan-Risiko, Exportkontrollen und Lagerbestände beachten"
RMBS,MU,Micron,Halbleiter / KI-Chips,4 - Halbleiter / Chip-Wertschöpfung,Lieferkette / Halbleiter-Ökosystem,Micron ist Teil des gleichen Themen-/Lieferkettenclusters 'Halbleiter / KI-Chips' wie Rambus.,Hoch,"Zyklik, Taiwan-Risiko, Exportkontrollen und Lagerbestände beachten"
RMBS,NVDA,NVIDIA,Halbleiter / KI-Chips,4 - Halbleiter / Chip-Wertschöpfung,Lieferkette / Halbleiter-Ökosystem,NVIDIA ist Teil des gleichen Themen-/Lieferkettenclusters 'Halbleiter / KI-Chips' wie Rambus.,Hoch,"Zyklik, Taiwan-Risiko, Exportkontrollen und Lagerbestände beachten"
RMBS,QCOM,Qualcomm,Halbleiter / KI-Chips,4 - Halbleiter / Chip-Wertschöpfung,Lieferkette / Halbleiter-Ökosystem,Qualcomm ist Teil des gleichen Themen-/Lieferkettenclusters 'Halbleiter / KI-Chips' wie Rambus.,Hoch,"Zyklik, Taiwan-Risiko, Exportkontrollen und Lagerbestände beachten"
RMBS,TSM,TSMC,Halbleiter / KI-Chips,4 - Halbleiter / Chip-Wertschöpfung,Lieferkette / Halbleiter-Ökosystem,TSMC ist Teil des gleichen Themen-/Lieferkettenclusters 'Halbleiter / KI-Chips' wie Rambus.,Hoch,"Zyklik, Taiwan-Risiko, Exportkontrollen und Lagerbestände beachten"
RMBS,000660.KS,SK hynix,Speicher / HBM / Storage,5 - Komponenten / Speicher / Storage,Lieferant / Infrastruktur,SK hynix ist Teil des gleichen Themen-/Lieferkettenclusters 'Speicher / HBM / Storage' wie Rambus.,Hoch,"Speicherpreise, HBM-Kapazität und Datacenter-Zyklus beobachten"
RMBS,005930.KS,Samsung Electronics,Speicher / HBM / Storage,5 - Komponenten / Speicher / Storage,Lieferant / Infrastruktur,Samsung Electronics ist Teil des gleichen Themen-/Lieferkettenclusters 'Speicher / HBM / Storage' wie Rambus.,Hoch,"Speicherpreise, HBM-Kapazität und Datacenter-Zyklus beobachten"
RMBS,AVGO,Broadcom,Speicher / HBM / Storage,5 - Komponenten / Speicher / Storage,Lieferant / Infrastruktur,Broadcom ist Teil des gleichen Themen-/Lieferkettenclusters 'Speicher / HBM / Storage' wie Rambus.,Hoch,"Speicherpreise, HBM-Kapazität und Datacenter-Zyklus beobachten"
RMBS,DELL,Dell Technologies,Speicher / HBM / Storage,5 - Komponenten / Speicher / Storage,Lieferant / Infrastruktur,Dell Technologies ist Teil des gleichen Themen-/Lieferkettenclusters 'Speicher / HBM / Storage' wie Rambus.,Hoch,"Speicherpreise, HBM-Kapazität und Datacenter-Zyklus beobachten"
RMBS,HPE,Hewlett Packard Enterprise,Speicher / HBM / Storage,5 - Komponenten / Speicher / Storage,Lieferant / Infrastruktur,Hewlett Packard Enterprise ist Teil des gleichen Themen-/Lieferkettenclusters 'Speicher / HBM / Storage' wie Rambus.,Hoch,"Speicherpreise, HBM-Kapazität und Datacenter-Zyklus beobachten"
RMBS,MU,Micron,Speicher / HBM / Storage,5 - Komponenten / Speicher / Storage,Lieferant / Infrastruktur,Micron ist Teil des gleichen Themen-/Lieferkettenclusters 'Speicher / HBM / Storage' wie Rambus.,Hoch,"Speicherpreise, HBM-Kapazität und Datacenter-Zyklus beobachten"
RMBS,SMCI,Super Micro Computer,Speicher / HBM / Storage,5 - Komponenten / Speicher / Storage,Lieferant / Infrastruktur,Super Micro Computer ist Teil des gleichen Themen-/Lieferkettenclusters 'Speicher / HBM / Storage' wie Rambus.,Hoch,"Speicherpreise, HBM-Kapazität und Datacenter-Zyklus beobachten"
RMBS,VRT,Vertiv,Speicher / HBM / Storage,5 - Komponenten / Speicher / Storage,Lieferant / Infrastruktur,Vertiv ist Teil des gleichen Themen-/Lieferkettenclusters 'Speicher / HBM / Storage' wie Rambus.,Hoch,"Speicherpreise, HBM-Kapazität und Datacenter-Zyklus beobachten"
RMBS,AAOI,Applied Optoelectronics,Halbleiter / KI-Chips,4 - Halbleiter / Chip-Wertschöpfung,Lieferkette / Halbleiter-Ökosystem,Applied Optoelectronics ist Teil des gleichen Themen-/Lieferkettenclusters 'Halbleiter / KI-Chips' wie Rambus.,Mittel,"Zyklik, Taiwan-Risiko, Exportkontrollen und Lagerbestände beachten"
RMBS,ACLS,Axcelis,Halbleiter / KI-Chips,4 - Halbleiter / Chip-Wertschöpfung,Lieferkette / Halbleiter-Ökosystem,Axcelis ist Teil des gleichen Themen-/Lieferkettenclusters 'Halbleiter / KI-Chips' wie Rambus.,Mittel,"Zyklik, Taiwan-Risiko, Exportkontrollen und Lagerbestände beachten"
RMBS,ADI,Analog Devices,Halbleiter / KI-Chips,4 - Halbleiter / Chip-Wertschöpfung,Lieferkette / Halbleiter-Ökosystem,Analog Devices ist Teil des gleichen Themen-/Lieferkettenclusters 'Halbleiter / KI-Chips' wie Rambus.,Mittel,"Zyklik, Taiwan-Risiko, Exportkontrollen und Lagerbestände beachten"
RMBS,285A.T,KIOXIA HOLDINGS CORPORATION,Speicher / HBM / Storage,5 - Komponenten / Speicher / Storage,Lieferant / Infrastruktur,KIOXIA HOLDINGS CORPORATION ist Teil des gleichen Themen-/Lieferkettenclusters 'Speicher / HBM / Storage' wie Rambus.,Mittel,"Speicherpreise, HBM-Kapazität und Datacenter-Zyklus beobachten"
RMBS,ANET,Arista Networks,Speicher / HBM / Storage,5 - Komponenten / Speicher / Storage,Lieferant / Infrastruktur,Arista Networks ist Teil des gleichen Themen-/Lieferkettenclusters 'Speicher / HBM / Storage' wie Rambus.,Mittel,"Speicherpreise, HBM-Kapazität und Datacenter-Zyklus beobachten"
RMBS,MRVL,Marvell,Speicher / HBM / Storage,5 - Komponenten / Speicher / Storage,Lieferant / Infrastruktur,Marvell ist Teil des gleichen Themen-/Lieferkettenclusters 'Speicher / HBM / Storage' wie Rambus.,Mittel,"Speicherpreise, HBM-Kapazität und Datacenter-Zyklus beobachten"
RMBS,NTAP,NetApp,Speicher / HBM / Storage,5 - Komponenten / Speicher / Storage,Lieferant / Infrastruktur,NetApp ist Teil des gleichen Themen-/Lieferkettenclusters 'Speicher / HBM / Storage' wie Rambus.,Mittel,"Speicherpreise, HBM-Kapazität und Datacenter-Zyklus beobachten"
RMS.PA,LMT,Lockheed Martin,Defense / Aerospace / Drones / Space,9 - Defense / Aerospace / Sicherheit,Geopolitik / Defense-Ökosystem,Lockheed Martin ist Teil des gleichen Themen-/Lieferkettenclusters 'Defense / Aerospace / Drones / Space' wie HERMES INTL.,Hoch,"Politische Budgets, Exportregeln und Projektzyklen beachten"
